City,Total Accidents
Throop,1
Thurman,11
Thurmond,12
Thurmont,163
Thurston,1
Tichnor,2
Tickfaw,1
Ticonderoga,7
Tidewater,31
Tie Siding,3
Tierra Amarilla,1
Tierra Verde,2
Tiffin,58
Tifton,82
Tigerton,2
Tignall,1
Tijeras,18
Tilden,1
Tilghman,1
Tillamook,278
Tillar,10
Tillatoba,8
Tiller,22
Tillman,37
Tillson,46
Tilton,48
Timber,62
Timberlake,5
Timberville,121
Timmonsville,442
Timpson,7
Tinley Park,424
Tinton Falls,20
Tioga,51
Tionesta,18
Tipp City,49
Tipton,262
Titus,20
Titusville,345
Tiverton,5
Tivoli,17
Toano,250
Tobaccoville,43
Tobyhanna,60
Toccoa,31
Toddville,8
Tohatchi,2
Toledo,772
Tolland,107
Tolleson,405
Tollhouse,58
Tolono,3
Tolovana Park,2
Toluca Lake,15
Tomah,43
Tomahawk,7
Tomales,26
Tomball,134
Tomkins Cove,15
Tompkinsville,4
Toms Brook,155
Toms River,425
Tonalea,15
Tonasket,4
Tonawanda,351
Toney,52
Tonganoxie,17
Tonica,7
Tonkawa,2
Tonopah,325
Tonto Basin,16
Tooele,533
Toomsboro,4
Toomsuba,11
Topanga,181
Topaz,25
Topeka,96
Topock,12
Toponas,5
Toppenish,4
Topping,28
Topsfield,5
Topsham,3
Toquerville,24
Toronto,4
Torrance,1795
Torrey,12
Torrington,53
Tortilla Flat,29
Toston,12
Totowa,139
Toughkenamon,34
Toutle,3
Towaco,25
Towanda,83
Towaoc,16
Tower,14
Tower City,18
Town Creek,7
Towner,14
Townley,18
Townsend,230
Townshend,2
Township 1 Charlotte,2
Township of Washington,42
Townville,266
Towson,484
Toxey,1
Trabuco Canyon,149
Tracy,3054
Tracy City,9
Traer,2
Trafford,66
Trail,42
Tranquillity,51
Transfer,3
Trappe,151
Travelers Rest,575
Traver,18
Traverse City,19
Travis AFB,2
Travis Air Force Base,3
Treasure Island,28
Trego,10
Tremont,107
Tremonton,127
Trempealeau,1
Trent,1
Trenton,1407
Tres Pinos,21
Trevorton,9
Treynor,4
Trezevant,2
Triadelphia,65
Triangle,477
Trimble,4
Trimont,12
Trinidad,315
Trinity,211
Trinity Center,37
Trion,5
Trivoli,1
Trona,51
Tropic,6
Trotwood,3
Trout Creek,27
Trout Run,207
Troutdale,145
Troutman,99
Troutville,199
Trowbridge,4
Troy,1225
Truckee,873
Truesdale,5
Truman,39
Trumann,34
Trumansburg,13
Trumbull,344
Truro,7
Trussville,151
Truth or Consequences,9
Tryon,49
Tualatin,399
Tuba City,51
Tuckahoe,47
Tuckasegee,6
Tucker,405
Tuckerton,130
Tucson,14489
Tucumcari,31
Tujunga,101
Tukwila,15
Tulalip,6
Tulare,1035
Tularosa,4
Tulelake,74
Tullahoma,1
Tully,44
Tulsa,7853
Tumwater,14
Tunkhannock,15
Tunnel Hill,38
Tuolumne,101
Tupelo,43
Tupman,43
Tupper Lake,5
Turbeville,51
Turbotville,54
Turin,3
Turkey,8
Turlock,849
Turner,19
Turrell,45
Turtle Creek,4
Turtle Lake,1
Turtlepoint,14
Turtletown,1
Tuscaloosa,2271
Tuscarora,7
Tuscola,35
Tuscumbia,94
Tuskegee,103
Tustin,1632
Tuttle,2
Tuxedo Park,181
Twain,35
Twain Harte,156
Twain Harte-Tuolumne City,2
Twin Bridges,62
Twin City,25
Twin Falls,34
Twin Lakes,10
Twin Mountain,1
Twin Peaks,93
Twining,3
Twinsburg,24
Two Buttes,1
Two Dot,7
Two Harbors,2
Ty Ty,4
Tyaskin,1
Tybee Island,1
Tygh Valley,6
Tyler,2197
Tyngsboro,27
Tyro,4
Tyrone,437
Tyronza,25
Uhrichsville,2
Ukiah,545
Ullin,1
Ulm,2
Ulmer,23
Ulster,7
Ulster Park,22
Ulysses,31
Umatilla,241
Umpire,2
Una,3
Unadilla,20
Uncasville,138
Underwood,77
Unicoi,10
Union,1534
Union Bridge,58
Union City,1227
Union Dale,8
Union Grove,39
Union Hall,13
Union Mills,19
Union Pier,17
Union Point,6
Union Springs,20
Union Star,2
Uniondale,159
Uniontown,110
Unionville,45
United States Air Force Academy,45
Unity,45
Unityville,36
Universal City,71
University Heights,1
University Park,59
University Place,6
Unknown,87
Upatoi,3
Upland,1049
Upper,1
Upper Black Eddy,2
Upper Chichester,24
Upper Darby,110
Upper Falls,9
Upper Keys,1
Upper Lake,213
Upper Macungie,13
Upper Marlboro,659
Upper Merion,38
Upper Sandusky,20
Upperco,20
Upperville,20
Upsala,2
Upton,15
Urbana,71
Urbandale,281
Urbanna,8
Urich,1
Usaf Academy,118
Usk,1
Ute,3
Utica,804
Uvalda,2
Uvalde,8
Uxbridge,2
Vacaville,1171
Vacherie,4
Vader,3
Vado,6
Vaiden,6
Vail,398
Valatie,60
Valders,1
Valdese,39
Valdosta,150
Vale,278
Valencia,809
Valentine,8
Valentines,11
Valhalla,69
Valier,25
Vallecito,29
Vallejo,1508
Valles Mines,2
Valley,79
Valley Center,132
Valley City,65
Valley Cottage,8
Valley Falls,5
Valley Ford,6
Valley Forge,3
Valley Grande,1
Valley Grove,34
Valley Head,17
Valley Lee,2
Valley Park,86
Valley Springs,363
Valley Stream,465
Valley View,2
Valley Village,508
Valleyford,3
Vallonia,3
Valmy,2
Valparaiso,52
Valrico,191
Valyermo,309
Van,6
Van Buren,142
Van Dyne,27
Van Horn,19
Van Horne,11
Van Nuys,1271
Van Wert,11
Vance,245
Vanceboro,57
Vancleave,45
Vancourt,1
Vancouver,953
Vandalia,131
Vanderbilt,3
Vandergrift,18
Vandiver,1
Vanleer,1
Vansant,7
Varnville,74
Varysburg,10
Vass,15
Vaughan,11
Vaughn,56
Vaughnsville,1
Vauxhall,25
Veedersburg,15
Vega,3
Velva,7
Venango,2
Veneta,58
Venetia,6
Venice,1336
Ventura,1619
Venus,66
Veradale,12
Verbank,11
Verbena,158
Verdi,141
Vergas,1
Vermilion,14
Vernal,129
Vernalis,91
Verndale,28
Vernon,345
Vernon Center,23
Vernon Hill,18
Vernon Hills,237
Vernon Rockville,118
Vernonia,95
Vero Beach,257
Verona,396
Verona Beach,3
Versailles,23
Vesper,2
Vesta,15
Vestal,70
Vestavia,5
Vesuvius,17
Veyo,7
Vichy,3
Vickery,9
Vicksburg,162
Victor,217
Victoria,88
Victorville,946
Victorville-Hesperia,8
Vida,105
Vidal,56
Vidalia,18
Vidor,1
Vienna,1060
View Park,69
Vilas,10
Villa Grande,1
Villa Grove,9
Villa Hills,7
Villa Park,300
Villa Rica,142
Villa Ridge,30
Villanova,212
Villard,6
Villas,4
Ville Platte,3
Villisca,2
Vilonia,22
Vina,9
Vincennes,23
Vincent,4
Vincentown,93
Vine Grove,2
Vineland,99
Vinemont,31
Vineyard,5
Vineyard Haven,1
Vining,10
Vinton,212
Vintondale,13
Viola,7
Virden,4
Virgilina,9
Virgin,14
Virginia,107
Virginia Beach,3480
Virginia City,16
Virginia Gardens,40
Virginia State University,1
Visalia,2192
Vista,1322
Vivian,20
Volant,36
Volborg,42
Volcano,34
Volente,7
Volo,49
Voltaire,2
Voluntown,17
Von Ormy,83
Vona,8
Vonore,1
Voorhees,55
Voorheesville,20
Vossburg,1
Waban,12
Wabash,12
Wabasha,38
Wabasso,4
Wabbaseka,4
Waccabuc,6
Waco,168
Waconia,46
Waddell,30
Waddy,5
Wade,227
Wadena,99
Wadesboro,24
Wadesville,3
Wading River,2
Wadley,6
Wadsworth,295
Waelder,1
Wagarville,3
Wagener,100
Waggoner,2
Wagon Mound,7
Wagoner,3
Wagram,10
Wahkiacus,1
Wahkon,6
Wahoo,3
Wahpeton,7
Wainscott,5
Waite Park,11
Waitsburg,3
Wakarusa,12
Wake Forest,1099
Wakefield,149
Wakeman,10
Wakpala,5
Walbridge,3
Walcott,75
Walden,17
Waldo,92
Waldorf,679
Waldport,91
Waldron,37
Waldwick,31
Wales,4
Walford,2
Walhalla,261
Walhonding,2
Walker,131
Walker Lake,1
Walkersville,74
Walkerton,5
Walkertown,46
Wall,2
Wall Lake,2
Wall Township,49
Walla Walla,3
Walla Walla-College Place,1
Wallace,140
Wallaceton,2
Walland,5
Walled Lake,1
Waller,17
Wallingford,337
Wallington,1
Wallis,4
Wallisville,6
Wallkill,188
Wallops Island,10
Wallowa,73
Walls,1
Wallsburg,56
Walnut,968
Walnut Bottom,38
Walnut Cove,49
Walnut Creek,1233
Walnut Grove,203
Walnut Ridge,34
Walnut Shade,1
Walnutport,11
Walpole,16
Walsenburg,79
Walstonburg,10
Walterboro,1120
Walters,4
Walterville,44
Waltham,272
Walthill,6
Walton,181
Waltonville,2
Walworth,5
Wamego,2
Wampum,54
Wamsutter,203
Wana,1
Wanamingo,46
Wanaque,4
Wanatah,13
Wannaska,5
Wantagh,406
Wapakoneta,55
Wapato,1
Wappingers Falls,371
Wapwallopen,2
Warba,22
Ward,48
Warden,3
Wardensville,4
Ware Shoals,103
Wareham,10
Waretown,31
Warfield,100
Warfordsburg,136
Warm Springs,93
Warminster,38
Warner,36
Warner Robins,77
Warners,44
Warr Acres,13
Warren,752
Warrendale,15
Warrens,10
Warrensburg,141
Warrensville,9
Warrenton,915
Warrenville,349
Warrington,26
Warrior,216
Warriors Mark,19
Warroad,36
Warsaw,207
Wartrace,30
Warwick,414
Wasco,592
Waseca,72
Washburn,2
Washington,9306
Washington Boro,31
Washington Court House,33
Washington Crossing,3
Washington Depot,8
Washington Township,27
Washington Twp,27
Washingtonville,1
Washoe Valley,231
Washougal,56
Waskish,18
Waskom,9
Wassaic,9
Wataga,1
Watauga,1
Watchung,71
Water Mill,13
Water Valley,1
Waterbury,1295
Waterfall,34
Waterford,336
Waterford Works,9
Waterloo,349
Watertown,159
Waterville,137
Watervliet,387
Watford City,31
Watkins,117
Watkins Glen,5
Watkinsville,8
Watson,11
Watsontown,102
Watsonville,1398
Wattsburg,2
Waubun,34
Wauchula,117
Wauconda,182
Waukee,75
Waukegan,593
Waukesha,328
Waukon,2
Waunakee,8
Waupaca,23
Waupun,8
Wauregan,3
Wausau,40
Wausaukee,2
Wauseon,22
Wautoma,1
Wauzeka,1
Waveland,17
Waverly,243
Waves,6
Wawaka,6
Waxahachie,104
Waxhaw,28
Waycross,35
Wayland,108
Waymart,22
Wayne,736
Wayne City,6
Waynesboro,403
Waynesburg,39
Waynesfield,1
Waynesville,464
Waynetown,13
Wayzata,128
Weatherford,193
Weaubleau,1
Weaverville,193
Webb,9
Webb City,4
Webbers Falls,1
Webberville,25
Weber City,2
Webster,730
Webster City,29
Wedgefield,80
Wedowee,4
Weed,263
Weedsport,90
Weedville,61
Weehawken,482
Weeki Wachee,30
Weems,10
Weeping Water,5
Weimar,4
Weiner,1
Weinert,1
Weirsdale,66
Weirton,5
Weiser,19
Welaka,9
Welch,55
Welches,23
Welcome,52
Weldon,69
Weldon Spring,1
Weldona,7
Weleetka,4
Wellborn,65
Wellersburg,3
Wellesley,22
Wellesley Hills,94
Wellesley Island,1
Wellfleet,7
Wellford,406
Wellington,133
Wellman,2
Wells,284
Wells Tannery,15
Wellsboro,197
Wellsburg,5
Wellston,3
Wellsville,68
Wellton,59
Welsh,39
Welton,3
Wenatchee,1
Wendel,5
Wendell,469
Wendover,222
Wenham,5
Wenona,13
Wentworth,1
Wentzville,203
Weott,7
Wernersville,1
Weslaco,12
Wesley,3
Wesley Chapel,1272
Wesson,14
West,9
West Adams,1
West Alexander,35
West Alexandria,10
West Alton,6
West Augusta,18
West Babylon,223
West Baden Springs,7
West Barnstable,8
West Bend,10
West Berlin,26
West Blocton,2
West Boylston,3
West Branch,121
West Brandywine,1
West Bridgewater,30
West Brookfield,1
West Burlington,1
West Chester,1825
West Chesterfield,3
West Chicago,488
West Collingswood,1
West Columbia,1704
West Colusa,2
West Concord,20
West Contra Costa,30
West Cornwall,7
West Covina,1628
West Coxsackie,139
West Creek,37
West Decatur,78
West Deptford,4
West Des Moines,311
West Edmeston,1
West Elizabeth,1
West End,23
West Fargo,49
West Farmington,8
West Fork,31
West Frankfort,38
West Friendship,40
West Glacier,9
West Green,4
West Greenwich,52
West Grove,78
West Harrison,521
West Hartford,658
West Harwich,1
West Haven,324
West Hazleton,4
West Hempstead,405
West Henrietta,84
West Hills,16
West Hollywood,31
West Hurley,1
West Islip,55
West Jefferson,60
West Jordan,345
West Kill,6
West Kingston,3
West Lafayette,110
West Lake Hills,38
West Lebanon,3
West Liberty,22
West Linn,303
West Long Branch,19
West Manchester,1
West Mansfield,1
West Memphis,276
West Miami,120
West Middlesex,57
West Mifflin,62
West Milford,20
West Milton,13
West Monroe,98
West New York,5
West Newbury,7
West Newton,180
West Nyack,415
West Olive,46
West Orange,250
West Paducah,6
West Palm Beach,2846
West Park,48
West Plains,19
West Point,217
West Richland,1
West River,3
West Roxbury,115
West Sacramento,917
West Salem,25
West Salisbury,3
West Sand Lake,63
West Sayville,1
West Sierra,1
West Simsbury,1
West Springfield,39
West Stockbridge,7
West Suffield,3
West Terre Haute,37
West Townsend,2
West Union,148
West Unity,8
West Valley City,1170
West Wareham,11
West Warren,7
West Warwick,31
West Wendover,39
West Winfield,8
West Yarmouth,22
West Yellowstone,122
Westampton,4
Westborough,42
Westbrook,100
Westbury,406
Westchester,74
Westcliffe,43
Westdale,1
Westerlo,4
Westerly,28
Western Grove,6
Western Springs,108
Westernport,1
Westernville,7
Westerville,211
Westfield,222
Westfir,73
Westford,91
Westhampton,4
Westhampton Beach,16
Westlake,224
Westlake Village,288
Westland,6
Westley,43
Westminster,2180
Westmont,167
Westmoreland,54
Weston,570
Westover,35
Westphalia,1
Westport,1026
Westtown,3
Westville,260
Westwego,10
Westwood,138
Wethersfield,511
Wetmore,31
Wetumpka,251
Wever,2
Wevertown,8
Wewahitchka,32
Wewoka,1
Wexford,119
Weyauwega,12
Weyers Cave,304
Weymouth,38
Whaleyville,23
Wharton,163
Whatley,4
Wheat Ridge,272
Wheatland,239
Wheatley,67
Wheatley Heights,1
Wheaton,330
Wheeler,7
Wheeling,191
Whippany,97
Whitakers,78
White,24
White Bird,3
White Bluff,6
White City,138
White Deer,1
White Earth,3
White Hall,63
White Haven,87
White Heath,13
White Hills,3
White House,120
White Lake,11
White Marsh,96
White Oak,20
White Pigeon,15
White Pine,30
White Plains,753
White Post,34
White River Junction,2
White Salmon,15
White Springs,107
White Stone,26
White Sulphur Springs,43
Whitefield,1
Whitefish,193
Whiteford,20
Whitehall,669
Whitehouse,4
Whitehouse Station,29
Whiteland,46
Whitelaw,3
Whiteriver,8
Whiterocks,11
Whites Creek,313
Whitesboro,161
Whitesburg,2
Whiteside,2
Whitestone,488
Whitestown,122
Whitethorn,44
Whiteville,38
Whitewater,18
Whitewright,3
Whiting,11
Whitingham,3
Whitley City,1
Whitman,64
Whitmire,57
Whitmore,17
Whitmore Lake,181
Whitney,1
Whitney Point,39
Whitsett,142
Whittier,5479
Whittington,24
Whitwell,9
Wibaux,21
Wichita,791
Wichita Falls,923
Wickenburg,175
Wickes,7
Wickliffe,60
Widener,120
Wiggins,57
Wilber,3
Wilbraham,22
Wilbur,1
Wilburton,1
Wilcox,71
Wild Horse,3
Wilder,5
Wildersville,28
Wilderville,105
Wildomar,268
Wildorado,10
Wildwood,747
Wiley,12
Wilkes Barre,149
Wilkes-Barre,62
Wilkesboro,23
Wilkesville,2
Willacoochee,2
Willamina,62
Willard,215
Willards,13
Willcox,80
Williams,604
Williamsburg,1375
Williamsfield,4
Williamson,23
Williamsport,982
Williamston,524
Williamstown,167
Williamsville,14
Willimantic,10
Willingboro,22
Willington,60
Willis,50
Williston,294
Williston Park,1
Willits,666
Willmar,149
Willoughby,62
Willoughby Hills,4
Willow Beach,74
Willow Creek,114
Willow Creek-Hoopa Valley,2
Willow Grove,555
Willow Hill,22
Willow Island,1
Willow River,71
Willow Spring,146
Willow Springs,141
Willow Street,87
Willowbrook,508
Willowick,1
Willows,184
Wills Point,33
Wilmar,2
Wilmer,68
Wilmerding,3
Wilmette,31
Wilmington,2802
Wilmore,6
Wilmot,2
Wilsall,13
Wilseyville,12
Wilson,203
Wilsonia,3
Wilsons,24
Wilsonville,234
Wilton,302
Wilton Manors,43
Wimauma,209
Wimbledon,1
Winamac,8
Winburne,6
Winchendon,2
Winchester,1569
Wind Gap,58
Wind Ridge,6
Windber,209
Windcrest,1
Winder,48
Windermere,318
Windham,59
Windom,135
Window Rock,1
Windsor,1102
Windsor Heights,36
Windsor Hills,1
Windsor Locks,51
Windsor Mill,327
Windthorst,2
Winfield,244
Wing,4
Wingate,20
Wingdale,25
Winger,12
Winifred,1
Winifrede,3
Wink,2
Winkelman,34
Winlock,48
Winnabow,18
Winnebago,22
Winneconne,3
Winnemucca,84
Winnetka,89
Winnett,14
Winnie,6
Winnsboro,457
Winona,362
Winooski,1
Winside,1
Winslow,269
Winsted,28
Winston,90
Winston Salem,680
Winston-Salem,476
Winter Garden,1220
Winter Garden-Ocoee,2
Winter Haven,140
Winter Park,2062
Winter Springs,134
Winterhaven,93
Winters,220
Winterset,1
Winterville,30
Winthrop,55
Winthrop Harbor,16
Winton,366
Wirtz,43
Wiscasset,1
Wisconsin Dells,38
Wisconsin Rapids,3
Wisdom,5
Wise,9
Wise River,8
Wishek,4
Wishon,10
Wisner,5
Wittenberg,5
Witter,3
Witter Springs,1
Wittman,3
Wittmann,46
Wixom,112
Woburn,202
Wofford Heights,190
Wolcott,85
Wolf Creek,566
Wolf Point,33
Wolfeboro,1
Wolford,2
Wolsey,1
Wolverine,1
Womelsdorf,23
Wood Dale,134
Wood Lake,8
Wood Ridge,31
Wood River,6
Wood River Junction,5
Wood Village,3
Woodacre,33
Woodberry Forest,1
Woodbine,166
Woodbridge,3605
Woodburn,300
Woodbury,732
Woodbury Heights,12
Woodcliff Lake,49
Woodford,526
Woodgate,7
Woodhaven,47
Woodhull,10
Woodinville,48
Woodlake,120
Woodland,1056
Woodland Hills,881
Woodland Park,22
Woodlawn,27
Woodleaf,1
Woodlyn,238
Woodmere,11
Woodridge,401
Wood-Ridge,2
Woodrow,16
Woodruff,414
Woods Cross,238
Woodsboro,13
Woodside,1200
Woodstock,485
Woodstock Valley,6
Woodstown,23
Woodsville,2
Woodville,23
Woodward,13
Woodway,2
Woody,14
Wooldridge,2
Woolrich,3
Woolwich,1
Woolwine,3
Woonsocket,4
Wooster,20
Worcester,175
Worden,64
Worley,1
Worth,32
Worthington,191
Worthville,4
Worton,9
Wray,14
Wrens,2
Wrenshall,21
Wrentham,41
Wright,28
Wright City,60
Wrightstown,6
Wrightsville,99
Wrightsville Beach,2
Wrightwood,178
Wurtsboro,24
Wyalusing,55
Wyandanch,10
Wyanet,1
Wyckoff,50
Wye Mills,14
Wykoff,2
Wylie,3
Wylliesburg,7
Wynantskill,21
Wyncote,235
Wyndmere,3
Wynne,6
Wynnewood,218
Wyola,53
Wyoming,496
Wysox,20
Wytheville,434
Xenia,49
Yachats,31
Yacolt,24
Yadkinville,35
Yakima,19
Yalaha,8
Yale,2
Yamhill,51
Yanceyville,28
Yankeetown,5
Yaphank,40
Yardley,5
Yarmouth,17
Yarmouth Port,7
Yarnell,40
Yarrow Point,1
Yazoo City,12
Yeagertown,14
Yeehaw Junction,6
Yellow Jacket,1
Yellow Springs,4
Yellville,7
Yelm,10
Yemassee,671
Yerington,51
Yoder,25
Yoe,7
Yokuts Valley,19
Yoncalla,94
Yonkers,1426
Yorba Linda,458
York,3658
York Haven,101
York New Salem,3
York Springs,90
Yorklyn,1
Yorkshire,1
Yorktown,284
Yorktown Heights,355
Yorkville,70
Yosemite National Park,2
Young,1
Young America,15
Young Harris,6
Youngstown,281
Youngsville,226
Youngtown,26
Youngwood,16
Yountville,35
Ypsilanti,325
Yreka,327
Yuba City,665
Yucaipa,68
Yucca,36
Yukon,349
Yulee,404
Yuma,155
Yutan,2
Zachary,590
Zaleski,1
Zamora,54
Zanesfield,2
Zanesville,89
Zebulon,775
Zeeland,157
Zelienople,25
Zellwood,26
Zenia,13
Zephyr,4
Zephyr Cove,43
Zephyrhills,405
Zieglerville,20
Zimmerman,69
Zion,202
Zion Crossroads,4
Zion Grove,2
Zionsville,217
Zirconia,31
Zolfo Springs,144
Zortman,8
Zumbro Falls,34
Zumbrota,239
Zuni,35
Zwingle,8
